,CODIGO,NOMBRE FANTASIA,COMUNA,ESTACIONAMIENTO,ES PAR
1341,114675,DOSSES,LAS CONDES,NO,NO
1342,114681,OXXO - LOS BARBECHOS (S.171),CERRO NAVIA,NO,NO
1343,114684,BAZAR LA HERNA,SANTIAGO,NO,SI
1344,114744,KIOSCO LUIS VIZCARRA,CONCHALI,NO,SI
1345,114745,ALMA ZEN,SANTIAGO,NO,NO
1346,114764,J Y O,PROVIDENCIA,NO,SI
1347,114769,OXXO -  ELIODORO YANEZ (S.169),MACUL,NO,NO
1348,114775,NUEVA ESPERANZA,ÑUÑOA,NO,NO
1349,114840,OXXO IRARRAZAVAL-BUSTAMANTE (S.105),INDEPENDENCIA,NO,SI
1350,114873,BAZAR Y PAQUETERIA NIZA,ÑUÑOA,NO,NO
1351,114900,LIBRERIA Y BAZAR DEPASO,LAS CONDES,NO,SI
1352,114929,GEMELLI,SANTIAGO,NO,NO
1353,114930,OXXO - EYZAGUIRRE-SAN FCO (S.157),LAS CONDES,NO,SI
1354,114935,OXXO - CARLOS PEÑA (S.167),LO ESPEJO,NO,NO
1355,114940,PHILOSTENE MANASSE,SAN JOAQUIN,NO,SI
1356,114944,KIOSKO GENITO,PROVIDENCIA,NO,SI
1357,114947,OXXO - HERNANDO DE AGUIRRE  (S.121),MAIPU,NO,NO
1358,114951,BAZAR NIEVES,EL BOSQUE,NO,NO
1359,114967,JIREH,PROVIDENCIA,NO,NO
1360,114971,MINIMARKET,LO ESPEJO,NO,NO
1361,115011,BAZAR DONDE AMALIA,LO PRADO,NO,NO
1362,115025,ABARROTES Y BAZAR SHERLYN,LA FLORIDA,NO,NO
1363,115027,MINIMARKET PANCHITA,CONCHALI,NO,NO
1364,115029,ALMACEN CENTRO DE LLAMADOS E INTERNET,PUDAHUEL,NO,NO
1365,115039,ALMACEN Y PRODUCTOS CONGELADOS,QUILICURA,NO,NO
1366,115040,ANITA 2,LA CISTERNA,NO,SI
1367,115049,HAGALE PUES,LAS CONDES,NO,NO
1368,115069,OXXO -  APOQUINDO-LOS MILITARES (S.165),LA FLORIDA,NO,NO
1369,115087,DON PEPERO,PUENTE ALTO,NO,NO
1370,115090,M Y B,LAS CONDES,NO,SI
1371,115116,OXXO - VESPUCIO - ALBACETE (S.164),SAN BERNARDO,NO,SI
1372,115122,EL AUGUSTITO,EL BOSQUE,NO,SI
1373,115123,LA KUCHA,PUENTE ALTO,NO,NO
1374,115139,ALMACEN EYMI,SAN RAMON,NO,NO
1375,115142,EA-Z EXPRESS SPA,CERRO NAVIA,NO,SI
1376,115144,TA HELA JUAN,SAN MIGUEL,NO,SI
1377,115156,MINIMARKET MARILYN DAVILA EIRL,MAIPU,NO,SI
1378,115157,FRANCY,QUINTA NORMAL,NO,NO
1379,115170,PUNTO COPEC - CARRASCAL,RECOLETA,NO,SI
1380,115171,YAZ Y EMER,MAIPU,NO,NO
1381,115183,EL SOL MILLONARIO,ESTACION CENTRAL,NO,NO
1382,115184,OXXO - TORO MAZZOTE (S.119),ESTACION CENTRAL,NO,SI
1383,115189,GERTHONIDE DUMAS,HUECHURABA,NO,NO
1384,115191,LAS DOS NACIONES,RENCA,NO,NO
1385,115199,PERISCOPIO,LA GRANJA,NO,NO
1386,115203,ROD NIC,PUENTE ALTO,NO,NO
1387,115209,ALMACEN BAZAR,ÑUÑOA,NO,NO
1388,115215,OXXO - SEMINARIO (S.161),PROVIDENCIA,NO,NO
1389,115223,ROKAFER,SAN RAMON,NO,NO
1390,115231,COMERCIAL CJC SPA,PROVIDENCIA,NO,NO
1391,115256,MINIMARKET PERUANO,ESTACION CENTRAL,NO,SI
1392,115282,MINIMARKET,ESTACION CENTRAL,NO,SI
1393,115283,ROMAN CARMELO SIGUENZA VALLES,CERRO NAVIA,NO,NO
1394,115289,BOTILLERIA ZEUS,SANTIAGO,NO,NO
1395,115309,CENTRO DE LLAMADO,LO PRADO,NO,NO
1396,115324,ALMACEN OLGA SINTI REASTEGUI,LO PRADO,NO,SI
1397,115331,MINIMARKET EDITH,ÑUÑOA,NO,NO
1398,115332,MINIMARKET XAUSE LTDA,SANTIAGO,NO,SI
1399,115358,MINIMARKET MILAGROS,SAN MIGUEL,NO,SI
1400,115363,MINIMARKET MARCELA PEREZ BECERRA EIRL,QUINTA NORMAL,NO,NO
1401,115378,KIOSKO,LA GRANJA,NO,SI
1402,115393,RINCONCITO,LA FLORIDA,NO,NO
1403,115397,CRIZLA BANNIA URRUTIA ROJAS,INDEPENDENCIA,NO,NO
1404,115422,OXXO - HOSPITALES  (S.121),QUILICURA,NO,SI
1405,115429,EL BOCA SECA,LO ESPEJO,NO,NO
1406,115432,EL NEGRITO,SANTIAGO,NO,SI
1407,115443,CAMILA SOFIA MAUREIRA POSTIGO,PROVIDENCIA,NO,NO
1408,115456,MINIMARKET ANDAMARCA,LO PRADO,NO,SI
1409,115459,NOVAMARKET,SANTIAGO,NO,NO
1410,115474,DANILO ANDRES BORJE RIVERA,LO PRADO,NO,SI
1411,115484,RUBEN LENER GONZALEZ JUAREZ,CONCHALI,NO,SI
1412,115485,MULTISERVICIOS LYV,LA FLORIDA,NO,NO
1413,115486,LA SONRISA,QUILICURA,NO,SI
1414,115491,CARINE LOUISSAINT,LO BARNECHEA,NO,NO
1415,115492,ALMACEN DON LALO,MAIPU,NO,SI
1416,115494,LOLITA 2,PUDAHUEL,NO,SI
1417,115496,MINIMARKET A Y J,QUILICURA,NO,SI
1418,115504,EMPORIO SANTA LUISA,MAIPU,NO,SI
1419,115507,CARNICERIAS GIBBS 3,MAIPU,NO,NO
1420,115514,CORPAX,INDEPENDENCIA,NO,SI
1421,115520,MULTISERVICE L&J SPA,INDEPENDENCIA,NO,SI
1422,115527,LA TABAQUERIA SPA ,LO ESPEJO,NO,NO
1423,115529,ALCALDESA,MAIPU,NO,NO
1424,115532,SEBA MARKET,QUINTA NORMAL,NO,SI
1425,115535,DONDE LA CECY,CERRO NAVIA,NO,NO
1426,115536,CYBER KAINET,LAS CONDES,NO,SI
1427,115537,D Y D,CERRILLOS,NO,NO
1428,115538,LOS PAILLA,LA PINTANA,NO,SI
1429,115542,MARIO,INDEPENDENCIA,NO,SI
1430,115588,EXPRESS MARKET,QUILICURA,NO,SI
1431,115591,COMIDA RAPIDA CARLOS ENRIQUE,PEÑALOLEN,NO,NO
1432,115598,BAZAR ALMACEN XIMENA,LO ESPEJO,NO,SI
1433,115601,BAZAR MARY,SAN JOAQUIN,NO,NO
1434,115602,VECI GUISEL,QUINTA NORMAL,NO,SI
1435,115616,ALMACEN ASH Y ABI,ESTACION CENTRAL,NO,SI
1436,115717,PROYECTO ROUSS,LA PINTANA,NO,NO
1437,115783,BOTILLERÍA HIDALGO,ÑUÑOA,NO,NO
1438,115867,OXXO - MACUL-GRECIA (S.182),RECOLETA,NO,NO
1439,115920,ALCANTARA,LO ESPEJO,NO,SI
1440,116017,BAZAR KEITHY,ÑUÑOA,NO,NO
1441,116071,MINIMARKET CARACAS,MAIPU,NO,NO
1442,116112,PATTYS,LA REINA,NO,SI
1443,116127,KIOSCO BIP BILBAO,ÑUÑOA,NO,NO
1444,116130,OXXO - IRARRAZAVAL - ITALIA (S.237),LAS CONDES,NO,SI
1445,116132,OXXO - EL BERGANTIN (S.219),SANTIAGO,NO,SI
1446,116148,GUSTAVO EDUARDO DIAZ ATOCHE,QUINTA NORMAL,NO,SI
1447,116204,GIOVANA CECILIA AZANA PINEDA,SAN BERNARDO,NO,SI
1448,116220,CYBER LOS AROMOS,LAS CONDES,NO,SI
1449,116221,FULLMARKET,PUDAHUEL,NO,NO
1450,116222,MINIMARKET FRANCO,RECOLETA,NO,SI
1451,116256,SANCHEZ Y URZUA LTDA,RENCA,NO,SI
1452,116350,PROVISIONES FERNANDO,CERRO NAVIA,NO,SI
1453,116360,PANADERIA Y PASTELERIA MEXICO,MAIPU,NO,SI
1454,116588,MINIMARKET ANA CECILIA SANCHEZ LORCA EIRL,LAS CONDES,NO,SI
1455,116921,OXXO - NUEVA TAJAMAR (S.187),ÑUÑOA,NO,NO
1456,116923,OXXO - MONCKEBERG (S.324),MAIPU,NO,NO
1457,117137,FARMACIA PRINCIPAL,MACUL,NO,NO
1458,117186,MINI MARKET REY INFANTE,RENCA,NO,SI
1459,117209,DYMAR,SANTIAGO,NO,NO
1460,117238,OXXO - PRAT - EYZAGUIRRE,LAS CONDES,NO,SI
1461,117579,OXXO - ROSARIO SUR,ESTACION CENTRAL,NO,NO
1462,117581,OXXO - TERMINAL DE BUSES,ÑUÑOA,NO,NO
1463,117748,KIOSCO RAUL MARDONES,LA REINA,NO,SI
1464,117790,OXXO - LARRAIN,PUDAHUEL,NO,SI
1465,117827,A. B. A,PEDRO AGUIRRE CERDA,NO,NO
1466,117903,ERBI - PEDRO AGUIRRE CERDA,HUECHURABA,NO,NO
1467,117996,OXXO - PEDRO FONTOVA,LA PINTANA,NO,SI
1468,118005,LUPITA,QUILICURA,NO,NO
1469,118007,PASTELERIAS CROCANTES SPA,SANTIAGO,NO,NO
1470,118048,MULTISERVISE LOS HEROES,PUENTE ALTO,NO,SI
1471,118050,MS TECNO SPA,RECOLETA,NO,SI
1472,118119,RAUL Y XIMENA 2,MAIPU,NO,NO
1473,118139,BAZAR 29,LA FLORIDA,NO,NO
1474,118152,DONDE LA MIMI,MACUL,NO,SI
1475,118165,DONDE EL PERÚ,LO PRADO,NO,NO
1476,118206,PILY,LAS CONDES,NO,SI
1477,118212,OXXO - ENRIQUE FOSTER,LAS CONDES,NO,SI
1478,118449,OXXO - CLINICA LAS CONDES,SAN BERNARDO,NO,NO
1479,118453,MI CASITA DULCE LIMITADA,SANTIAGO,NO,NO
1480,118458,COSMOPOLITAN APART JH SPA,INDEPENDENCIA,NO,SI
1481,118462,VIRGEN DE LA PUERTA 2,MAIPU,NO,SI
1482,118467,JUAN MUÑOZ,SANTIAGO,NO,NO
1483,118484,CINTHIA REBAZA,PROVIDENCIA,NO,SI
1484,118492,OXXO - CARLOS WILSON,SANTIAGO,NO,SI
1485,118493,OXXO - MATUCANA,CERRILLOS,NO,NO
1486,118537,BAZAR LOS CABEZONES,QUILICURA,NO,NO
1487,118546,LE MARCHE,LA FLORIDA,NO,SI
1488,118560,MANÍ,QUILICURA,NO,SI
1489,118578,ALMACEN,PUDAHUEL,NO,SI
1490,118579,ANYELA AMADA MARQUEZ MUÑOZ,EL BOSQUE,NO,NO
1491,118589,BAZAR CAMILA,LO ESPEJO,NO,NO
1492,118612,LA PILAR,MAIPU,NO,SI
1493,118619,MINIMARKET EL JEFE,QUINTA NORMAL,NO,NO
1494,118633,EL LEGADO SPA,PEÑALOLEN,NO,NO
1495,118656,DONDE JUANITO,EL BOSQUE,NO,SI
1496,118666,DON VICTOR MINIMARKET,PUENTE ALTO,NO,SI
1497,118668,CARNES QUE SABOR 2,SANTIAGO,NO,SI
1498,118671,MINIMARKET DON BETO,LAS CONDES,NO,NO
1499,118677,NEUHEN,ESTACION CENTRAL,NO,NO
1500,118682,MINIMARKET ABBY,PUENTE ALTO,NO,SI
1501,118689,JESSICA LUCIA LOPEZ BETTOCCHI,EL BOSQUE,NO,NO
1502,118690,MINIMARKET ROSA ESTER,ÑUÑOA,NO,SI
1503,118756,OXXO - IRARRAZAVAL- ANTONIO V (S.52),RECOLETA,NO,SI
1504,118757,STEVEN EXPRESS,RECOLETA,NO,NO
1505,118766,FERNANDO ANTONIO MANRIQUEZ SALINAS,INDEPENDENCIA,NO,SI
1506,118772,TORITO,QUINTA NORMAL,NO,SI
1507,118785,EDUARDO ALBERTO GARCIA ZAPATA,QUILICURA,NO,NO
1508,118829,PETER-BON SERVICE,ESTACION CENTRAL,NO,NO
1509,118837,ALMACEN Y BOTILLERÍA TOMAS,PUDAHUEL,NO,NO
1510,118889,ALMACEN BAZAR MICENI,SAN BERNARDO,NO,NO
1511,118893,ANITA LILIANA,LA PINTANA,NO,NO
1512,118894,CLAUDIA ANDREA CAMPOS FERNANDEZ,RECOLETA,NO,SI
1513,118911,SEBASTIAN ANIBAL CACERES ARBOLEDA,LA FLORIDA,NO,NO
1514,118941,COMERCIAL TOPACIO SPA,LAS CONDES,NO,NO
1515,118956,OXXO - CERRO COLORADO,EL BOSQUE,NO,SI
1516,118987,EL DORO,MAIPU,NO,NO
1517,118996,COMERCIALIZADORA E INVERSIONES GUERRERO SPA,RECOLETA,NO,SI
1518,119013,KELLY,RECOLETA,NO,NO
1519,119014,TECNOVE,RECOLETA,NO,SI
1520,119016,MINIMARKET JUANITA,LA FLORIDA,NO,SI
1521,119040,BAZAR VYC,SANTIAGO,NO,SI
1522,119044,BAZAR MI LELA,CERRILLOS,NO,SI
1523,119051,DJ ALTO ILIMITADO,QUILICURA,NO,NO
1524,119056,KIOSCO LA ROSITA,LA PINTANA,NO,SI
1525,119065,LICHA,CERRILLOS,NO,NO
1526,119088,FLORENCIO JOSE GRANDON URIBE ,LA PINTANA,NO,SI
1527,119102,ALMACEN LA CHOLITA,SAN BERNARDO,NO,SI
1528,119119,KAREN ROXANA ITURRA SAENZ,LA PINTANA,NO,NO
1529,119124,DON ROMY,SAN BERNARDO,NO,SI
1530,119127,ANTONELLA,QUILICURA,NO,NO
1531,119128,DONDE EL PAULO,QUILICURA,NO,SI
1532,119137,MARIA SUSANA DIAZ MADARIAGA,QUILICURA,NO,NO
1533,119172,ALMACEN LA PALMERA,PEÑALOLEN,NO,SI
1534,119184,RAMON ELIAS REYES MADRIAGA,CERRILLOS,NO,SI
1535,119196,EMMANUEL,INDEPENDENCIA,NO,SI
1536,119199,OXXO - INDEPENDENCIA - FRANCIA,SAN RAMON,NO,NO
1537,119217,DANIEL DINAMARCA VARGAS,LAS CONDES,NO,NO
1538,119221,TIENDA UPA!-SHELL (F.10),PEÑALOLEN,NO,NO
1539,119222,LETICIA MARISOL JARA FERNANDEZ,CERRILLOS,NO,SI
1540,119223,TITO,MAIPU,NO,NO
1541,119236,ALMACEN M Y M,ÑUÑOA,NO,SI
1542,119244,TIENDA UPA!-SHELL (F.117),MAIPU,NO,SI
1543,119267,LA PLAZA,LO BARNECHEA,NO,NO
1544,119270,OXXO - SAN JOSE DE LA SIERRA,CERRO NAVIA,NO,SI
1545,119274,MONICA ROJAS AGUILAR,LA GRANJA,NO,SI
1546,119293,LUIS MAURICIO CANAS CUEVAS,SANTIAGO,NO,NO
1547,119299,ERBI - SANTA ROSA 2,PEÑALOLEN,NO,NO
1548,119308,MIGUEL ANGEL,RECOLETA,NO,SI
1549,119343,TABAQUERIA BLACKJACK,PUENTE ALTO,NO,NO
1550,119348,TABAQUERIA BLACKJACK 2,INDEPENDENCIA,NO,SI
1551,119349,TABAQUERIA BLACKJACK 3,RECOLETA,NO,NO
1552,119351,TABAQUERIA BLACKJACK 4,PUENTE ALTO,NO,NO
1553,119362,PATRICIA FRANCISCA MORA INOSTROZA,QUILICURA,NO,SI
1554,119384,BAZAR NANCY,PUENTE ALTO,NO,SI
1555,119399,JACQUELINE ARMIJO LIZANA,QUILICURA,NO,NO
1556,119426,MINIMARKET MONSERRAT,VITACURA,NO,SI
1557,119428,OXXO - VITACURA - VESPUCIO (S.120),PUDAHUEL,NO,SI
1558,119462,TRINIDAD,QUINTA NORMAL,NO,SI
1559,119465,EL CHORIZTICO,PUDAHUEL,NO,NO
1560,119478,ALMACEN MARIA ISABEL,LA PINTANA,NO,SI
1561,119480,ALMACEN C Y S,PUENTE ALTO,NO,SI
1562,119481,RIAL LTDA.,CONCHALI,NO,NO
1563,119507,DTODITO,MACUL,NO,NO
1564,119513,MI BARRIO,QUILICURA,NO,NO
1565,119517,NOEMI LA UNICA,QUILICURA,NO,NO
1566,119525,SOFI,PEDRO AGUIRRE CERDA,NO,NO
1567,119527,NACIMIENTO,PEDRO AGUIRRE CERDA,NO,NO
1568,119528,ALMACEN ANDRE,SANTIAGO,NO,SI
1569,119531,PUNTO AZUL,ESTACION CENTRAL,NO,NO
1570,119539,AMARO Y BELEN,LAS CONDES,NO,NO
1571,119557,OXXO - HENDAYA,LA FLORIDA,NO,NO
1572,119558,OXXO - OUTLET LA FLORIDA,SANTIAGO,NO,SI
1573,119592,ROSITA,ESTACION CENTRAL,NO,SI
1574,119593,CARNES DIEGO LEIVA SPA,RENCA,NO,NO
1575,119594,ALMACEN BARCELONETA,LA FLORIDA,NO,SI
1576,119595,HOSANNA JIREH,PEDRO AGUIRRE CERDA,NO,NO
1577,119616,BAZAR LA ESQUINA,SANTIAGO,NO,SI
1578,119630,LADISLAO SINCHE RAMIREZ,LO PRADO,NO,SI
1579,119709,ALMACEN DANI,QUILICURA,NO,NO
1580,119719,MINIMARKET DONDE EL DEIVI,SAN MIGUEL,NO,NO
1581,119722,YUCAREY,SAN MIGUEL,NO,SI
1582,119749,EL RENACER,SAN MIGUEL,NO,NO
1583,119751,MINIMARKET LAS VIOLETAS SPA,PUENTE ALTO,NO,NO
1584,119756,ROSARITO,VITACURA,NO,SI
1585,119773,UPA ! MARKET (F21S),SANTIAGO,NO,NO
1586,119775,UPA ! MARKET (F28S),LA PINTANA,NO,NO
1587,119795,EL INGENIO,LO BARNECHEA,NO,NO
1588,119797,ALMACEN EL CERRITO,SAN BERNARDO,NO,NO
1589,119798,AMIGO LUCHO,ESTACION CENTRAL,NO,SI
1590,119800,ALMACEN TOYITA,MAIPU,NO,SI
1591,119808,CATHERINNE,QUILICURA,NO,SI
1592,119824,LUIS ALBERTO CARVAJAL BARRA,SANTIAGO,NO,SI
1593,119825,LAS DELICIAS,LA FLORIDA,NO,NO
1594,119838,KIOSCO DE LA SUERTE,MAIPU,NO,SI
1595,119850,OXXO - PLAZA MAIPU,CERRO NAVIA,NO,SI
1596,119853,CONFITERÍA,LA PINTANA,NO,NO
1597,119855,MANUEL ALEJANDRO BAHAMONDE OSORIO,ESTACION CENTRAL,NO,NO
1598,119885,LA ESQUINITA,LAS CONDES,NO,NO
1599,119886,J Y C TECNOLOGIA,HUECHURABA,NO,SI
1600,119965,CARO RIQUELME NATALY JAZMIN,CERRILLOS,NO,NO
1601,119966,VILLA ALEGRE SPA,CERRO NAVIA,NO,SI
1602,120003,HAPPY II,LA FLORIDA,NO,NO
1603,120006,NUR MINIMARKET,PROVIDENCIA,NO,SI
1604,120026,VICTOR BERNARDO ALVA MARTIN,RECOLETA,NO,SI
1605,120033,RUN - RUN,VITACURA,NO,NO
1606,120052,UPA! MARKET (F.032S),LA GRANJA,NO,SI
1607,120075,RENACER,MAIPU,NO,NO
1608,120088,ALONZO,PUDAHUEL,NO,SI
1609,120091,MAURICIO ENRIQUE BUSTAMANTE ESPINOZA,SAN JOAQUIN,NO,NO
1610,120092,BOTILLERIA EL REY VIVE,LO BARNECHEA,NO,SI
1611,120114,ALMACEN LA ESCALA,RECOLETA,NO,SI
1612,120115,ZOE MARKET,LA FLORIDA,NO,NO
1613,120156,T&K MIN. ALEJANDRO TOBAR EIR,CERRILLOS,NO,SI
1614,120159,BERNARDITA,MAIPU,NO,NO
1615,120167,LA FAMILIA,LA PINTANA,NO,NO
1616,120168,DON CHECHO,LA FLORIDA,NO,SI
1617,120170,LAS MALCRIADAS,RECOLETA,NO,SI
1618,120172,MINIMARKET CRISTOPHER,RECOLETA,NO,SI
1619,120173,MINIMARKET CRISTOPHER 2,MAIPU,NO,NO
1620,120180,ALCAHETI,CERRO NAVIA,NO,SI
1621,120185,EL CHICO PEDRO,EL BOSQUE,NO,NO
1622,120204,HECTOR PATRICIO ORELLANA HINOJOSA,LA FLORIDA,NO,SI
1623,120209,HERNAN MEDINA AGUIRRE,VITACURA,NO,NO
1624,120219,INVERSIONES HOMING,LA PINTANA,NO,NO
1625,120221,ANA GEORGINA GUTIERREZ BURGOS,SANTIAGO,NO,NO
1626,120244,PASTELERIA REBECA,LA PINTANA,NO,SI
1627,120253,COMERCIALIZADORA DANIELA,LA CISTERNA,NO,NO
1628,120259,GABRIEL ARSENIO DIAZ CANQUIL,ESTACION CENTRAL,NO,NO
1629,120260,ABARROTES JESUS,RENCA,NO,SI
1630,120262,BERNARDO MENDOZA NOLASCO,RECOLETA,NO,SI
1631,120279,ALMACEN ANITA,QUILICURA,NO,NO
1632,120281,ALMACEN YORKITA,EL BOSQUE,NO,NO
1633,120286,CLAUDIA PAOLA CAROCA DELPORTE,ESTACION CENTRAL,NO,SI
1634,120339,OXXO - TERMINAL DE BUSES II,HUECHURABA,NO,NO
1635,120340,OXXO - MALL PLAZA NORTE,LAS CONDES,NO,SI
1636,120341,OXXO - LAS CONDES 1,QUINTA NORMAL,NO,NO
1637,120350,ERIKA YEVENES YEVENES,PUDAHUEL,NO,SI
1638,120351,ELIZABETH BRAVO DIAZ,CERRILLOS,NO,NO
1639,120369,EL AVE FENIX,PEDRO AGUIRRE CERDA,NO,NO
1640,120376,BOTILLERIA LA PROMO,SAN JOAQUIN,NO,SI
1641,120377,SOFISA,QUINTA NORMAL,NO,NO
1642,120379,EMMANUEL SPA,ESTACION CENTRAL,NO,NO
1643,120420,ALMACEN BARAQUIEL,MAIPU,NO,SI
1644,120421,ALMACEN LAS RIOS,SANTIAGO,NO,NO
1645,120422,MINIMARKET LOS ABUELOS,MACUL,NO,SI
1646,120432,BAZAR DENISSE,PEÑALOLEN,NO,SI
1647,120435,TABAQUERIA BE HAPPY,PROVIDENCIA,NO,NO
1648,120452,ERBI - ELIODORO YAÑEZ,SANTIAGO,NO,SI
1649,120461,FOOD MARKET EXPRESS SPA,QUINTA NORMAL,NO,NO
1650,120471,SOCIEDAD COMERCIAL LA NEGRITA SPA,SAN BERNARDO,NO,NO
1651,120480,M Y M,,NO,SI
